ID,Genome,infraspecific_name,ncbiid,superkingdom,phylum,class,order,family,genus,species
1003195.11,Streptomyces cattleya NRRL 8057 = DSM 46488,,1003195,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces cattleya
1004149.3,Mesoflavibacter zeaxanthinifaciens S86,,1004149,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Mesoflavibacter,Mesoflavibacter zeaxanthinifaciens
1005048.3,Collimonas fungivorans Ter331,,1005048,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Collimonas,Collimonas fungivorans
1005057.4,Buchnera aphidicola str. Ua (Uroleucon ambrosiae),,1005057,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Buchnera,Buchnera aphidicola
1005703.3,Propionibacterium sp. CC003-HC2,,1005703,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Propionibacterium,Propionibacterium sp. CC003-HC2
1005941.3,Planococcus halocryophilus Or1,,1005941,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus halocryophilus
1005944.3,Nocardioides szechwanensis strain CGMCC 1.11147,,1005944,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides szechwanensis
1005945.3,Nocardioides psychrotolerans strain CGMCC 1.11156,,1005945,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides psychrotolerans
1007096.3,Oscillibacter ruminantium GH1,,1007096,Bacteria,Firmicutes,Clostridia,Clostridiales,Oscillospiraceae,Oscillibacter,Oscillibacter ruminantium
1007104.3,Sphingomonas sp. S17,,1007104,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. S17
1007105.3,Pusillimonas sp. T7-7,,1007105,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Pusillimonas,Pusillimonas sp. T7-7
1007676.4,Lactobacillus ginsenosidimutans strain EMML 3041,,1007676,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ginsenosidimutans
1008305.3,Fervidobacterium thailandensis strain FC2004,,1008305,Bacteria,Thermotogae,Thermotogae,Thermotogales,Fervidobacteriaceae,Fervidobacterium,Fervidobacterium thailandense
1008453.3,Streptococcus mitis SK1080,,1008453,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
1008457.3,Myroides injenensis M09-0166,,1008457,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Myroides,Myroides injenensis
1009370.3,Acetonema longum DSM 6540,,1009370,Bacteria,Firmicutes,Negativicutes,Selenomonadales,Sporomusaceae,Acetonema,Acetonema longum
1009464.3,Gardnerella vaginalis HMP9231,,1009464,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Gardnerella,Gardnerella vaginalis
1009852.3,Comamonas testosteroni ATCC 11996,,1009852,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas testosteroni
101510.16,Rhodococcus jostii RHA1,,101510,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus jostii
101571.105,Burkholderia ubonensis strain MSMB2014WGS,,101571,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia ubonensis
1017264.3,Bordetella pertussis CS,,1017264,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Bordetella,Bordetella pertussis
1017273.6,Domibacillus enclensis strain NIO-1016,,1017273,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,Domibacillus enclensis
102125.3,Xenococcus sp. PCC 7305,,102125,Bacteria,Cyanobacteria,,Pleurocapsales,Xenococcaceae,Xenococcus,Xenococcus sp. PCC 7305
102127.3,Geitlerinema sp. PCC 7105,,102127,Bacteria,Cyanobacteria,,Oscillatoriales,Coleofasciculaceae,Geitlerinema,Geitlerinema sp. PCC 7105
102129.3,Leptolyngbya sp. PCC 7375,,102129,Bacteria,Cyanobacteria,,Synechococcales,Leptolyngbyaceae,Leptolyngbya,Leptolyngbya sp. PCC 7375
102232.3,Gloeocapsa sp. PCC 73106,,102232,Bacteria,Cyanobacteria,,Chroococcales,Chroococcaceae,Gloeocapsa,Gloeocapsa sp. PCC 73106
1026882.3,Methylophaga aminisulfidivorans MP,,1026882,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Methylophaga,Methylophaga aminisulfidivorans
1027364.3,Edwardsiella tarda DT,,1027364,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,Edwardsiella tarda
1027371.3,Gordonia alkanivorans NBRC 16433,,1027371,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Gordoniaceae,Gordonia,Gordonia alkanivorans
1028804.3,Haemophilus haemolyticus M21127,,1028804,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus
1030009.3,Listeria monocytogenes M7,,1030009,Bacteria,Firmicutes,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria monocytogenes
1030157.3,Sphingomonas sp. KC8,,1030157,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. KC8
1030841.3,Neisseria wadsworthii 9715,,1030841,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria wadsworthii
1030843.3,Porphyromonas gingivalis TDC60,,1030843,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis
1031710.3,Oligotropha carboxidovorans OM4,,1031710,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Oligotropha,Oligotropha carboxidovorans
1032069.3,Campylobacter ureolyticus RIGS 9880,,1032069,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter ureolyticus
1032480.4,Microlunatus phosphovorus NM-1,,1032480,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus phosphovorus
1033730.6,Aeromicrobium massiliense JC14,,1033730,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium massiliense
1033731.3,Alistipes sp. JC136,,1033731,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes timonensis
1033733.3,Anaerococcus senegalensis JC48,,1033733,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus senegalensis
1033734.3,Bacillus sp. 10403023,,1033734,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus timonensis
1033736.3,Brevibacterium sp. JC43,,1033736,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Brevibacteriaceae,Brevibacterium,Brevibacterium senegalense
1033737.3,Clostridium sp. JC122,,1033737,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium senegalense
1033740.3,Kurthia sp. JC8E,,1033740,Bacteria,Firmicutes,Bacilli,Bacillales,Planococcaceae,Kurthia,Kurthia senegalensis
1033741.3,Microvirga sp. JC119,,1033741,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga massiliensis
1033743.3,Paenibacillus sp. JC66,,1033743,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus senegalensis
1033846.5,Marinobacter adhaerens strain PBVC038,,1033846,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter adhaerens
1033983.3,Lactobacillus johnsonii 16,,1033983,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii
1033992.3,Pseudomonas oleovorans MOIL14HWK12,,1033992,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas oleovorans
1033994.3,Pseudomonas sp. MOIL14HWK12:I2,,1033994,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas sp. MOIL14HWK12:I2
1034345.3,Coriobacteriaceae bacterium JC110,,1034345,Bacteria,Actinobacteria,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Senegalimassilia,Senegalimassilia anaerobia
1034347.3,Bacillus massiliosenegalensis JC6,,1034347,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus massiliosenegalensis
1034808.3,Mycoplasma anatis 1340,,1034808,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma anatis
1034809.4,Staphylococcus lugdunensis N920143,,1034809,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus lugdunensis
1034943.3,Legionella massiliensis strain FF2,,1034943,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella massiliensis
1035187.4,Streptococcus mitis SK569,,1035187,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mitis
1035188.3,Haemophilus pittmaniae HK 85,,1035188,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus pittmaniae
1035195.3,Corynebacterium durum F0235,,1035195,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium durum
1035839.4,Haemophilus sputorum CCUG 13788,,1035839,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus sputorum
1036172.3,Arcobacter butzleri 7h1h,,1036172,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter,Arcobacter butzleri
1036181.3,Friedmanniella flava strain CGMCC 4.6856,,1036181,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Friedmanniella,Friedmanniella flava
1036672.3,Advenella kashmirensis WT001,,1036672,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Advenella,Advenella kashmirensis
1036673.3,Paenibacillus mucilaginosus KNP414,,1036673,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus mucilaginosus
1036674.4,Idiomarina sp. A28L,,1036674,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Idiomarinaceae,Idiomarina,Idiomarina sp. A28L
1036743.4,Rhodospirillum rubrum F11,,1036743,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,Rhodospirillum rubrum
1036780.3,Bosea robiniae strain DSM 26672,,1036780,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea robiniae
1037409.18,Bradyrhizobium japonicum USDA 6,,1037409,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium japonicum
1037410.3,Mycoplasma columbinum SF7,,1037410,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma columbinum
103796.23,Pseudomonas syringae pv. actinidiae strain Psa NZ-62,,103796,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas syringae
1038014.3,Aquimarina amphilecti strain DSM 25232,,1038014,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina amphilecti
103808.5,Rhodococcus sp. AD45,,103808,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. AD45
1040964.3,Lactobacillus ruminis SPM0211,,1040964,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus ruminis
1040980.3,Mesorhizobium ciceri CMG6,,1040980,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Mesorhizobium ciceri
1040988.3,Mesorhizobium sp. WSM4349,,1040988,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bradyrhizobium,Bradyrhizobium sp. WSM4349
1041504.3,Candidatus Arthromitus sp. SFB-rat-Yit,,1041504,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Candidatus Arthromitus,Candidatus Arthromitus sp. SFB-rat-Yit
1041826.3,Flavobacterium columnare ATCC 49512,,1041826,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium columnare
1042156.4,Clostridium sp. SY8519,,1042156,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. SY8519
1042375.3,Marinobacterium stanieri S30,,1042375,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium,Marinobacterium stanieri
1042376.3,Flavobacteriaceae bacterium S85,,1042376,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ochrovirga,Ochrovirga pacifica
1042378.3,Oceanicola sp. S124,,1042378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicola,Oceanicola sp. S124
1042400.3,Lactobacillus delbrueckii subsp. bulgaricus CNCM I-1519,,1042400,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus delbrueckii
1042403.4,Bifidobacterium animalis subsp. lactis CNCM I-2494,,1042403,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Bifidobacterium,Bifidobacterium animalis
104268.6,Tenacibaculum mesophilum strain DSM 13764,,104268,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum mesophilum
104270.4,Tenacibaculum ovolyticum strain da5A-8,,104270,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,Tenacibaculum ovolyticum
1043206.3,Acidiphilium sp. PM,,1043206,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Acidiphilium,Acidiphilium sp. PM
1043493.3,Lysinimicrobium mangrovi NBRC 105856,,1043493,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Lysinimicrobium,Lysinimicrobium mangrovi
1045004.4,Oenococcus kitaharae DSM 17330,,1045004,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Oenococcus,Oenococcus kitaharae
1045009.3,Citricoccus sp. CH26A,,1045009,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Citricoccus,Citricoccus sp. CH26A
1045558.4,Neptunomonas qingdaonensis strain CGMCC 1.10971,,1045558,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Neptunomonas,Neptunomonas qingdaonensis
1045773.4,Arthrobacter cupressi strain SW1,,1045773,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter cupressi
1045773.5,Arthrobacter cupressi strain CGMCC 1.10783,,1045773,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter cupressi
1045774.3,Nocardioides lianchengensis strain CGMCC 4.6858,,1045774,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides lianchengensis
1045808.4,Rhodococcus sp. YL-1,,1045808,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus sp. YL-1
1045854.4,Weissella koreensis KACC 15510,,1045854,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella,Weissella koreensis
1045855.3,Pseudoxanthomonas spadix BD-a59,,1045855,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,Pseudoxanthomonas spadix
1046581.3,Chlamydiaceae bacterium 10-1398/6,,1046581,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia ibidis
1046596.4,Lactobacillus mali KCTC 3596 = DSM 20444,,1046596,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus mali
1046598.4,Lactobacillus versmoldensis KCTC 3814,,1423815,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus versmoldensis
1046599.3,Lactobacillus acidipiscis KCTC 13900,,1046599,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidipiscis
1046627.3,Bizionia argentinensis JUB59,,1046627,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,Bizionia argentinensis
1046714.3,Gayadomonas joobiniege G7,,1046714,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Gayadomonas,Gayadomonas joobiniege
1046724.3,Marinobacter lipolyticus BF04 CF-4,,1046724,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Marinobacter,Marinobacter lipolyticus
1048260.3,Leptospirillum ferriphilum ML-04,,1048260,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,Nitrospiraceae,Leptospirillum,Leptospirillum ferriphilum
1048339.3,Sporichthya polymorpha DSM 43042,,1048339,Bacteria,Actinobacteria,Actinobacteria,Frankiales,Sporichthyaceae,Sporichthya,Sporichthya polymorpha
1048340.3,Marininema mesophilum strain DSM 45610,,1048340,Bacteria,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Marininema,Marininema mesophilum
1048380.9,Fusibacter sp. 3D3,,1048380,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiales Family XII. Incertae Sedis,Fusibacter,Fusibacter sp. 3D3
1048830.3,Mycoplasma iowae 695,,1048830,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,Mycoplasma iowae
1048834.4,Alicyclobacillus acidocaldarius subsp. acidocaldarius Tc-4-1,,1048834,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Alicyclobacillus acidocaldarius
1048983.3,Anditalea andensis strain LY1,,1048983,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Anditalea,Anditalea andensis
1049971.3,Leptospira licerasiae str. MMD4847,,1049971,Bacteria,Spirochaetes,Spirochaetia,Leptospirales,Leptospiraceae,Leptospira,Leptospira licerasiae
1050174.4,Corynebacterium epidermidicanis strain DSM 45586,,1050174,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium epidermidicanis
1050198.3,Salinispora pacifica DSM 45546,,1050198,Bacteria,Actinobacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora,Salinispora pacifica
1050201.3,Allobaculum stercoricanis DSM 13633,,1050201,Bacteria,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Allobaculum,Allobaculum stercoricanis
1050202.3,Actinopolyspora mortivallis DSM 44261 strain HS-1,,1050202,Bacteria,Actinobacteria,Actinobacteria,Actinopolysporales,Actinopolysporaceae,Actinopolyspora,Actinopolyspora mortivallis
1051651.3,Lactobacillus casei 21/1,,1051651,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus casei
1051662.3,Rhodococcus fascians A44A A44a,,1051662,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus,Rhodococcus fascians
1051972.3,Neisseria weaveri ATCC 51223,,1051972,Bacteria,Proteobacteria,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria weaveri
1053184.3,Bacillus cereus BAG3X2-2,,1053184,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
1053190.3,Bacillus cereus BAG5X12-1,,1053190,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
1053196.3,Bacillus cereus BMG1.7,,1053196,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus
1053688.4,Janibacter terrae NBRC 107854 = JCM 12887,,1053688,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,Janibacter terrae
1054213.3,Acetobacteraceae bacterium AT-5844,,1054213,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,,Acetobacteraceae bacterium AT-5844
105425.3,Streptacidiphilus albus NBRC 100918,,105425,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptacidiphilus,Streptacidiphilus albus
1054860.3,Streptomyces purpureus KA281,,1054860,Bacteria,Actinobacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces,Streptomyces purpureus
1054996.3,Roseovarius marisflavi strain DSM 29327,,1054996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,Roseovarius marisflavi
1055723.4,Muricauda antarctica strain DSM 26351,,1055723,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricauda,Muricauda antarctica
1055770.6,Arthrobacter sp. CAL618,,1055770,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Arthrobacter,Arthrobacter sp. CAL618
1055808.4,Psychrobacter sp. TB2,,1055808,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,Psychrobacter sp. TB2
1056511.3,Photobacterium sp. AK15,,1056511,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium,Photobacterium marinum
1056816.3,Nocardia sp. BMG51109,,1056816,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Nocardia,Nocardia sp. BMG51109
1056818.3,Teredinibacter turnerae T8415,,1056818,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter turnerae
1064537.3,Brachybacterium paraconglomeratum LC44,,1064537,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermabacteraceae,Brachybacterium,Brachybacterium paraconglomeratum
1068978.3,Amycolatopsis methanolica 239,,1068978,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis methanolica
1068980.3,Amycolatopsis nigrescens CSC17Ta-90,,1068980,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Amycolatopsis nigrescens
1069080.3,Succinispira mobilis DSM 6222,,1069080,Bacteria,Firmicutes,Negativicutes,Acidaminococcales,Acidaminococcaceae,Succinispira,Succinispira mobilis
1069448.4,Nitriliruptor alkaliphilus DSM 45188,,1069448,Bacteria,Actinobacteria,Nitriliruptoria,Nitriliruptorales,Nitriliruptoraceae,Nitriliruptor,Nitriliruptor alkaliphilus
1069985.4,Pedobacter kyungheensis KACC 16221,,1069985,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter kyungheensis
1070130.3,Enterobacteriaceae bacterium symbiont of Ferrisia virgata strain GEFVIR,,1070130,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Gullanella,Candidatus Gullanella endobia
1070870.3,Geodermatophilus nigrescens strain DSM 45408,,1070870,Bacteria,Actinobacteria,Actinobacteria,Geodermatophilales,Geodermatophilaceae,Geodermatophilus,Geodermatophilus nigrescens
1071400.3,Lactobacillus buchneri CD034,,1071400,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus buchneri
1071679.4,Burkholderia grimmiae strain R27,,1071679,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,Caballeronia grimmiae
1071756.3,Chlamydia trachomatis D/SotonD1,,1071756,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,Chlamydiaceae,Chlamydia,Chlamydia trachomatis
1071918.3,Riemerella columbipharyngis strain DSM 24015,,1071918,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Riemerella,Riemerella columbipharyngis
